"Fecha","Cierre","Apertura","Máximo","Mínimo","Vol.","% var."
"07.04.2023","1,965.44","1,965.49","1,970.53","1,963.21","857.82M","0.21%"
"06.04.2023","1,961.28","1,966.67","1,968.64","1,958.82","1.18B","-1.14%"
"05.04.2023","1,983.84","2,006.80","2,007.89","1,982.22","1.20B","-1.92%"
"04.04.2023","2,022.76","2,019.60","2,023.63","2,014.10","1.21B","0.25%"
"03.04.2023","2,017.68","2,015.05","2,020.84","2,009.03","1.22B","0.71%"
"31.03.2023","2,003.50","1,999.15","2,010.52","1,998.33","1.46B","1.02%"
"30.03.2023","1,983.32","1,984.61","1,988.36","1,974.13","1.30B","-0.61%"
"29.03.2023","1,995.48","1,971.24","1,995.48","1,967.60","1.40B","1.46%"
"28.03.2023","1,966.67","1,972.83","1,975.04","1,960.45","1.07B","0.25%"
"27.03.2023","1,961.84","1,963.67","1,966.82","1,955.58","987.09M","0.33%"
"24.03.2023","1,955.32","1,950.55","1,958.15","1,946.32","1.04B","-0.10%"
"23.03.2023","1,957.32","1,944.37","1,960.14","1,938.85","1.07B","-0.29%"
"22.03.2023","1,962.93","1,956.51","1,968.70","1,955.69","1.28B","1.74%"
"20.03.2023","1,929.30","1,949.83","1,956.91","1,929.30","1.38B","-1.54%"
"17.03.2023","1,959.42","1,952.46","1,961.06","1,947.25","1.67B","1.15%"
"16.03.2023","1,937.10","1,929.06","1,939.58","1,910.60","1.69B","-1.17%"
"15.03.2023","1,960.12","1,966.67","1,971.02","1,952.18","1.37B","0.65%"
"14.03.2023","1,947.54","1,973.92","1,974.07","1,935.62","1.94B","-2.67%"
"13.03.2023","2,000.99","2,010.90","2,011.35","1,987.00","1.52B","-1.51%"
"10.03.2023","2,031.58","2,048.99","2,053.21","2,030.29","1.73B","-1.91%"
"09.03.2023","2,071.09","2,063.71","2,071.60","2,063.11","1.24B","0.97%"
"08.03.2023","2,051.21","2,040.54","2,053.01","2,040.54","1.14B","0.30%"
"07.03.2023","2,044.98","2,035.00","2,046.11","2,034.82","1.16B","0.42%"
"06.03.2023","2,036.49","2,033.10","2,038.72","2,030.98","1.12B","0.84%"
"03.03.2023","2,019.52","2,005.31","2,021.43","2,001.98","1.30B","1.25%"
"02.03.2023","1,994.57","2,001.67","2,004.54","1,991.10","1.15B","-0.16%"
"01.03.2023","1,997.81","1,989.38","1,997.81","1,984.88","1.17B","0.23%"
"28.02.2023","1,993.28","1,997.64","2,001.42","1,990.61","1.44B","0.03%"
"27.02.2023","1,992.78","1,983.27","1,993.82","1,983.16","1.02B","0.22%"
"24.02.2023","1,988.40","1,976.25","1,989.87","1,974.70","1.27B","0.67%"
"22.02.2023","1,975.25","1,985.10","1,987.38","1,970.20","1.24B","-1.11%"
"21.02.2023","1,997.46","1,998.36","2,003.46","1,992.39","1.05B","-0.11%"
"20.02.2023","1,999.71","1,995.35","2,000.04","1,989.61","1.05B","0.39%"
"17.02.2023","1,991.93","1,988.21","1,997.24","1,987.17","1.14B","-0.46%"
"16.02.2023","2,001.09","1,996.09","2,002.22","1,993.35","1.18B","0.67%"
"15.02.2023","1,987.74","1,998.15","1,999.66","1,984.64","1.23B","-0.27%"
"14.02.2023","1,993.09","1,994.70","1,996.80","1,987.80","1.05B","0.78%"
"13.02.2023","1,977.67","1,984.37","1,987.01","1,968.78","1.20B","-0.47%"
"10.02.2023","1,986.96","1,983.85","1,999.37","1,980.31","1.43B","0.10%"
"09.02.2023","1,985.00","1,976.31","1,987.92","1,975.85","1.08B","0.05%"
"08.02.2023","1,983.97","1,986.40","1,991.49","1,979.45","1.13B","0.03%"
"07.02.2023","1,983.40","1,984.92","1,989.57","1,982.01","1.16B","0.21%"
"06.02.2023","1,979.22","1,984.28","1,989.05","1,976.30","1.35B","0.45%"
"03.02.2023","1,970.26","1,962.73","1,974.66","1,960.72","1.44B","0.26%"
"02.02.2023","1,965.17","1,974.90","1,975.80","1,961.82","1.24B","-0.36%"
"01.02.2023","1,972.23","1,984.12","1,989.46","1,971.54","1.15B","-0.15%"
"31.01.2023","1,975.27","1,987.55","1,991.14","1,973.45","1.25B","-0.36%"
"30.01.2023","1,982.40","1,981.93","1,986.96","1,977.56","1.17B","-0.01%"
"27.01.2023","1,982.66","1,983.68","1,985.03","1,976.61","1.14B","0.22%"
"26.01.2023","1,978.40","1,983.35","1,987.63","1,974.03","1.03B","-0.12%"
"25.01.2023","1,980.69","1,967.64","1,983.74","1,967.38","1.02B","0.39%"
"24.01.2023","1,972.92","1,958.89","1,974.26","1,958.89","1.15B","1.42%"
"23.01.2023","1,945.38","1,944.91","1,947.88","1,937.44","1.03B","0.96%"
"20.01.2023","1,926.87","1,913.70","1,927.60","1,911.65","981.70M","0.59%"
"19.01.2023","1,915.62","1,922.47","1,927.45","1,914.61","1.08B","-1.00%"
"18.01.2023","1,934.93","1,909.25","1,936.05","1,902.35","1.44B","1.68%"
"17.01.2023","1,902.89","1,891.61","1,904.71","1,888.85","1.09B","0.88%"
"16.01.2023","1,886.31","1,892.13","1,896.78","1,885.69","1.18B","-0.88%"
"13.01.2023","1,903.08","1,902.94","1,914.94","1,899.43","1.52B","-0.27%"
"12.01.2023","1,908.18","1,905.26","1,910.22","1,899.28","1.28B","0.36%"
"11.01.2023","1,901.25","1,890.55","1,901.91","1,890.24","1.09B","1.08%"
"10.01.2023","1,880.88","1,887.69","1,894.22","1,879.67","1.14B","0.27%"
"06.01.2023","1,875.76","1,865.07","1,879.92","1,863.39","1.11B","0.37%"
"05.01.2023","1,868.90","1,868.45","1,874.17","1,864.08","1.17B","0.04%"
"04.01.2023","1,868.15","1,879.19","1,879.51","1,862.27","1.30B","-1.25%"
"30.12.2022","1,891.71","1,902.27","1,906.18","1,891.46","904.96M","-0.19%"
"29.12.2022","1,895.27","1,892.39","1,895.34","1,880.88","1.05B","-0.72%"
"28.12.2022","1,909.02","1,906.75","1,909.32","1,898.54","1.08B","-0.06%"
"27.12.2022","1,910.15","1,914.39","1,918.25","1,909.70","918.40M","0.40%"
"26.12.2022","1,902.52","1,900.36","1,908.52","1,897.17","850.03M","0.24%"
"23.12.2022","1,897.94","1,893.94","1,899.75","1,887.73","1.20B","-0.54%"
"22.12.2022","1,908.17","1,902.57","1,909.70","1,896.80","1.18B","0.78%"
"21.12.2022","1,893.32","1,905.56","1,911.36","1,890.75","1.82B","-0.64%"
"20.12.2022","1,905.59","1,938.12","1,944.42","1,894.47","1.89B","-1.54%"
"19.12.2022","1,935.41","1,936.57","1,944.71","1,934.52","1.01B","-0.76%"
"16.12.2022","1,950.21","1,956.15","1,959.66","1,948.67","1.42B","-1.20%"
"15.12.2022","1,973.90","1,967.35","1,978.93","1,966.99","954.20M","-0.18%"
"14.12.2022","1,977.42","1,966.50","1,977.97","1,966.36","993.20M","0.60%"
"13.12.2022","1,965.68","1,973.57","1,976.18","1,964.63","1.01B","0.43%"
"12.12.2022","1,957.33","1,952.23","1,960.36","1,951.78","957.09M","-0.22%"
"09.12.2022","1,961.56","1,948.00","1,965.37","1,948.00","1.16B","1.03%"
"08.12.2022","1,941.50","1,943.06","1,944.00","1,929.50","1.14B","-0.35%"
"07.12.2022","1,948.31","1,939.26","1,954.42","1,938.30","1.11B","-0.10%"
"06.12.2022","1,950.22","1,942.53","1,953.55","1,942.28","1.06B","0.12%"
"05.12.2022","1,947.90","1,953.00","1,953.67","1,941.17","1.14B","-0.31%"
"02.12.2022","1,953.98","1,969.34","1,969.34","1,945.48","1.37B","-1.64%"
"01.12.2022","1,986.46","1,996.72","2,001.06","1,986.46","1.29B","0.04%"
"30.11.2022","1,985.57","1,985.11","1,987.30","1,976.33","1.70B","-0.37%"
"29.11.2022","1,992.97","1,993.90","1,995.97","1,985.60","1.19B","-0.57%"
"28.11.2022","2,004.31","2,018.61","2,019.79","1,997.82","1.18B","-0.68%"
"25.11.2022","2,018.00","2,019.50","2,020.94","2,013.78","1.05B","-0.04%"
"24.11.2022","2,018.80","2,014.11","2,023.39","2,013.68","1.35B","1.21%"
"22.11.2022","1,994.75","1,983.10","1,998.61","1,982.72","1.24B","1.12%"
"21.11.2022","1,972.57","1,972.49","1,975.14","1,965.64","1.01B","0.28%"
"18.11.2022","1,967.03","1,971.79","1,976.33","1,966.06","1.17B","0.04%"
"17.11.2022","1,966.28","1,962.79","1,972.75","1,962.79","1.11B","0.15%"
"16.11.2022","1,963.29","1,964.48","1,966.78","1,948.89","1.27B","-0.05%"
"15.11.2022","1,964.22","1,958.22","1,966.49","1,957.44","1.26B","0.37%"
"14.11.2022","1,956.90","1,974.87","1,975.86","1,956.90","1.50B","-1.05%"
"11.11.2022","1,977.76","1,963.65","1,980.01","1,961.75","1.78B","2.12%"
"10.11.2022","1,936.66","1,934.55","1,939.10","1,930.66","1.30B","-0.66%"
"09.11.2022","1,949.49","1,957.48","1,959.14","1,946.22","1.32B","-0.41%"
"08.11.2022","1,957.56","1,945.00","1,961.74","1,944.93","1.38B","1.21%"
"07.11.2022","1,934.09","1,929.57","1,938.28","1,927.27","1.26B","0.98%"
"04.11.2022","1,915.40","1,925.04","1,926.98","1,907.61","1.68B","-1.29%"
"02.11.2022","1,940.46","1,933.42","1,944.95","1,933.42","1.46B","0.10%"
"01.11.2022","1,938.50","1,934.45","1,938.98","1,930.30","1.27B","0.47%"
"31.10.2022","1,929.43","1,916.08","1,929.43","1,915.62","1.27B","1.60%"
"28.10.2022","1,899.05","1,894.93","1,908.58","1,892.33","2.49B","-0.34%"
"27.10.2022","1,905.56","1,916.86","1,916.86","1,905.48","1.11B","-0.66%"
"26.10.2022","1,918.21","1,916.61","1,925.70","1,916.38","1.08B","0.58%"
"25.10.2022","1,907.14","1,898.13","1,912.61","1,895.71","1.07B","1.06%"
"24.10.2022","1,887.19","1,902.58","1,904.35","1,886.97","1.07B","0.28%"
"21.10.2022","1,881.98","1,889.21","1,891.49","1,881.98","1.06B","-0.71%"
"20.10.2022","1,895.41","1,890.05","1,899.25","1,886.96","1.09B","-0.51%"
"19.10.2022","1,905.06","1,901.42","1,910.91","1,901.42","1.02B","0.19%"
"18.10.2022","1,901.44","1,902.00","1,905.34","1,889.59","1.15B","1.16%"
"17.10.2022","1,879.56","1,881.23","1,884.43","1,875.24","1.09B","-0.98%"
"14.10.2022","1,898.19","1,882.05","1,906.07","1,880.62","1.36B","2.35%"
"13.10.2022","1,854.61","1,866.09","1,866.83","1,854.61","1.08B","-0.77%"
"12.10.2022","1,869.00","1,867.27","1,876.01","1,865.64","1.19B","-0.12%"
"11.10.2022","1,871.24","1,887.69","1,888.60","1,867.53","1.34B","-1.86%"
"07.10.2022","1,906.80","1,898.37","1,913.59","1,896.41","1.15B","-0.82%"
"06.10.2022","1,922.47","1,914.12","1,930.47","1,914.12","1.18B","0.50%"
"05.10.2022","1,912.92","1,922.22","1,924.53","1,909.35","1.22B","0.32%"
"04.10.2022","1,906.89","1,876.99","1,907.36","1,876.26","1.42B","3.21%"
"03.10.2022","1,847.58","1,827.32","1,848.04","1,815.30","1.31B","0.63%"
"30.09.2022","1,835.94","1,857.77","1,861.10","1,830.55","1.56B","-1.76%"
"29.09.2022","1,868.80","1,856.08","1,872.44","1,853.17","1.44B","0.74%"
"28.09.2022","1,855.15","1,861.52","1,866.44","1,836.89","1.60B","-0.95%"
"27.09.2022","1,873.01","1,872.71","1,883.30","1,870.89","1.20B","0.47%"
"26.09.2022","1,864.28","1,892.16","1,892.16","1,863.93","1.58B","-2.71%"
"22.09.2022","1,916.12","1,904.17","1,918.75","1,903.14","1.20B","-0.24%"
"21.09.2022","1,920.80","1,932.97","1,934.68","1,920.80","1.12B","-1.36%"
"20.09.2022","1,947.27","1,951.10","1,956.96","1,944.34","1.07B","0.45%"
"16.09.2022","1,938.56","1,937.84","1,943.67","1,934.35","1.46B","-0.61%"
"15.09.2022","1,950.43","1,948.49","1,954.38","1,946.37","935.27M","0.15%"
"14.09.2022","1,947.46","1,955.39","1,957.05","1,941.00","1.24B","-1.97%"
"13.09.2022","1,986.57","1,981.38","1,987.55","1,977.09","968.63M","0.32%"
"12.09.2022","1,980.22","1,981.52","1,984.93","1,974.34","968.41M","0.75%"
"09.09.2022","1,965.53","1,958.43","1,969.11","1,957.71","1.28B","0.40%"
"08.09.2022","1,957.62","1,933.79","1,957.62","1,933.64","1.26B","2.19%"
"07.09.2022","1,915.65","1,920.87","1,921.23","1,906.26","1.17B","-0.57%"
"06.09.2022","1,926.58","1,929.53","1,939.05","1,922.34","894.64M","-0.11%"
"05.09.2022","1,928.79","1,925.82","1,932.37","1,920.49","853.02M","-0.07%"
"02.09.2022","1,930.17","1,938.99","1,939.80","1,920.68","1.08B","-0.27%"
"01.09.2022","1,935.49","1,945.70","1,950.21","1,934.90","1.14B","-1.41%"
"31.08.2022","1,963.16","1,951.10","1,963.16","1,950.46","1.38B","-0.27%"
"30.08.2022","1,968.38","1,957.45","1,969.71","1,954.57","1.05B","1.25%"
"29.08.2022","1,944.10","1,947.54","1,949.04","1,935.77","1.12B","-1.79%"
"26.08.2022","1,979.59","1,983.89","1,989.17","1,978.92","906.53M","0.15%"
"25.08.2022","1,976.60","1,972.77","1,980.03","1,968.71","961.86M","0.48%"
"24.08.2022","1,967.18","1,973.08","1,976.46","1,964.28","1.06B","-0.22%"
"23.08.2022","1,971.44","1,980.27","1,980.42","1,968.30","1.01B","-1.06%"
